id,distrito_id,codigo,barrio
4163,344,10,Ceiba Mocha
4164,344,11,Cerro Brujo
4165,344,12,Congo
4166,344,13,Delicias
4167,344,14,Espavelar
4168,344,15,Florida
4169,344,16,Gongolona
4170,344,17,Guachipelín
4171,344,18,Guapote
4172,344,19,Hatillo
4173,344,20,IslaVerde
4174,344,21,Junquillal
4175,344,22,Junta de Río Verde
4176,344,23,Mesas
4177,344,24,Montaña
4178,344,25,Monteverde
4179,344,26,Níspero
4180,344,27,Paraíso
4181,344,28,Pargos
4182,344,29,Paso Hondo
4183,344,30,Pilas
4184,344,31,Playa Lagartillo
4185,344,32,Playa Negra
4186,344,33,Pochotes
4187,344,34,Ranchos
4188,344,35,Retallano (parte)
4189,344,36,Río Seco
4190,344,37,Río Tabaco
4191,344,38,San Francisco
4192,344,39,San Jerónimo
4193,344,40,Soncoyo
4194,344,41,Tieso (San Rafael)
4195,344,42,Trapiche
4196,344,43,Venado
4197,344,44,Vergel
4198,344,45,.
4199,345,01,Paraíso.
4200,345,02,Bejuco
4201,345,03,Chiles
4202,345,04,El Llano
4203,345,05,Huacas
4204,345,06,Portegolpe
4205,345,07,Potrero
4206,345,08,Rincón.
4207,346,01,Edén
4208,346,02,Toyosa.
4209,346,03,Cañafístula
4210,346,04,Corocitos
4211,346,05,Higuerón
4212,346,06,Jobo
4213,346,07,Lorena
4214,346,08,Oratorio
4215,346,09,sacatipe
4216,347,01,Alemania
4217,347,02,Bolillos
4218,347,03,Cuajiniquil
4219,347,04,Chiquero
4220,347,05,Fortuna
4221,347,06,Frijolar
4222,347,07,Jazminal
4223,347,08,Lagarto
4224,347,09,Libertad
4225,347,10,Limonal
4226,347,11,Manzanillo
4227,347,12,Marbella
4228,347,13,Ostional
4229,347,14,Palmares
4230,347,15,Piedras Amarillas
4231,347,16,Progreso
4232,347,17,Punta Caliente
4233,347,18,Quebrada Seca
4234,347,19,Quebrada Zapote
4235,347,20,Rayo
4236,347,21,Roble
4237,347,22,Rosario
4238,347,23,Santa Cecilia
4239,347,24,Santa Elena
4240,347,25,Socorro
4241,347,26,Unión
4242,347,27,Veracrúz.
4243,348,01,Ángeles
4244,348,02,Duendes
4245,348,03,Lomitas
4246,348,04,Oriente.
4247,348,05,Calle Vieja
4248,348,06,Coyolar
4249,348,07,Chumico (parte)
4250,348,08,Diría
4251,348,09,Guaitil
4252,348,10,Polvazal
4253,348,11,Sequeira
4254,348,12,Talolinguita
4255,348,13,Trompillal.
4256,349,01,Brasilito
4257,349,02,Buen Pastor
4258,349,03,Conchal
4259,349,04,Flamenco
4260,349,05,Garita Vieja
4261,349,06,Jesús María
4262,349,07,Lajas
4263,349,08,Lomas
4264,349,09,Playa Cabuya
4265,349,10,Playa Grande
4266,349,11,Playa Mina
4267,349,12,Playa Real
4268,349,13,Puerto Viejo
4269,349,14,Salinas
4270,349,15,Salinitas
4271,349,16,Tacasolapa
4272,349,17,Zapotillal.
4273,350,01,Cañafístula
4274,350,02,Cebadilla
4275,350,03,El Llano
4276,350,04,Garita
4277,350,05,Guatemala
4278,350,06,Hernández
4279,350,07,Icacal
4280,350,08,La Loma
4281,350,09,Linderos
4282,350,10,Mangos
4283,350,11,Palmar
4284,350,12,San Andrés
4285,350,13,San José Pinilla
4286,350,14,Santa Rosa
4287,350,15,Tamarindo.
4288,351,01,Lima
4289,351,02,Pedro Nolasco
4290,351,03,Redondel.
4291,351,04,Aguacaliente
4292,351,05,Arbolito
4293,351,06,Bagatzi
4294,351,07,Brisas
4295,351,08,Bebedero (parte)
4296,351,09,Casavieja (parte)
4297,351,10,Cofradía
4298,351,11,Colmenar
4299,351,12,Llanos de Cortés
4300,351,13,Mojica
4301,351,14,Montano
4302,351,15,Montenegro
4303,351,16,Piedras
4304,351,17,Pijije
4305,351,18,Plazuela
4306,351,19,Salitral
4307,351,20,Salto (parte)
4308,351,21,Santa Rosa.
4309,352,01,Miravalles.
4310,352,02,Casavieja (parte)
4311,352,03,Cuipilapa
4312,352,04,Giganta
4313,352,05,Hornillas
4314,352,06,Macuá
4315,352,07,Martillete
4316,352,08,Mozotal
4317,352,09,Pozo Azul
4318,352,10,Sagrada Familia
4319,352,11,San Bernardo
4320,352,12,San Joaquín
4321,352,13,Santa Cecilia
4322,352,14,Santa Fe
4323,352,15,Santa Rosa
4324,352,16,Unión Ferrer.
4325,353,01,Los Ángeles
4326,353,02,Oses.
4327,353,03,Barro de Olla
4328,353,04,Horcones
4329,353,05,La Ese
4330,353,06,Limonal
4331,353,07,Manglar
4332,353,08,Mochadero
4333,353,09,Pueblo Nuevo
4334,353,10,Rincón de La Cruz
4335,353,11,San Isidro de Limonal
4336,353,12,San Jorge
4337,353,13,San Pedro
4338,353,14,Torno.
4339,354,01,Naranjito.
4340,354,02,Río Chiquito.
4341,355,01,Bambú
4342,355,02,Cinco Esquinas
4343,355,03,Hollywood
4344,355,04,La Cruz
4345,355,05,Santa Lucía
4346,355,06,Ballena (parte)
4347,355,07,Corralillo
4348,355,08,Guinea
4349,355,09,Isleta (parte)
4350,355,10,Jocote
4351,355,11,Juanilama
4352,355,12,Moralito
4353,355,13,Ojoche
4354,355,14,San Francisco.
4355,356,01,Coyolera
4356,356,02,María Auxiliadora.
4357,356,03,Ángeles
4358,356,04,Comunidad
4359,356,05,Paso Tempisque (parte)
4360,356,06,San Rafael.
4361,357,01,Carpintera
4362,357,02,Colegios
4363,357,03,Verdún.
4364,357,04,Artola
4365,357,05,Cacique
4366,357,06,Coco
4367,357,07,Chorrera
4368,357,08,Guacamaya
4369,357,09,Huaquitas
4370,357,10,Libertad
4371,357,11,Los Canales
4372,357,12,Matapalo
4373,357,13,Nancital
4374,357,14,Nuevo Colón
4375,357,15,Obandito
4376,357,16,Ocotal
4377,357,17,Pilas
4378,357,18,Playa Hermosa
4379,357,19,Playones
4380,357,20,San Blas
4381,357,21,San Martín
4382,357,22,Santa Rita
4383,357,23,Segovia
4384,357,24,Tabores
4385,357,25,Zapotal.
4386,358,01,Villita
4387,358,02,Alto San Antonio
4388,358,03,Cachimbo
4389,358,04,Castilla de Oro
4390,358,05,Coyolito
4391,358,06,Gallina
4392,358,07,Juanilama
4393,358,08,Loma Bonita
4394,358,09,LLano
4395,358,10,Ojochal
4396,358,11,Palestina
4397,358,12,Palmas
4398,358,13,Paraíso
4399,358,14,Penca
4400,358,15,Planes
4401,358,16,Poroporo
4402,358,17,Río Cañas Nuevo
4403,358,18,Santa Ana
4404,358,19,Santo Domingo.
4405,359,01,Albania
4406,359,02,Ángeles
4407,359,03,Bello Horizonte
4408,359,04,Cantarrana
4409,359,05,Castillo
4410,359,06,Cueva
4411,359,07,Chorotega
4412,359,08,Las Cañas
4413,359,09,Malinches
4414,359,10,Miravalles
4415,359,11,Palmas
4416,359,12,San Cristóbal
4417,359,13,San Martín
4418,359,14,San Pedro
4419,359,15,Santa Isabel Abajo
4420,359,16,Santa Isabel Arriba
4421,359,17,Tenorio
4422,359,18,Tres Marías
4423,359,19,Unión.
4424,359,20,Cedros
4425,359,21,Cepo
4426,359,22,Concepción
4427,359,23,Corobicí
4428,359,24,Correntadas
4429,359,25,Cuesta el Diablo
4430,359,26,Cuesta el Mico
4431,359,27,Hotel
4432,359,28,Jabilla Abajo
4433,359,29,Jabilla Arriba
4434,359,30,Libertad
4435,359,31,Montes de Oro
4436,359,32,Paso Lajas
4437,359,33,Pedregal
4438,359,34,Pochota
4439,359,35,Pueblo Nuevo
4440,359,36,Sandial (Sandillal)
4441,359,37,San Isidro (parte)
4442,359,38,Santa Lucía (parte)
4443,359,39,Vergel.
4444,360,01,Aguacaliente
4445,360,02,Aguas Gatas (parte)
4446,360,03,Coyota
4447,360,04,Huacal
4448,360,05,Las Flores
4449,360,06,Martirio
4450,360,07,Panales
4451,360,08,Paraíso (parte)
4452,360,09,San Isidro (parte)
4453,360,10,Santa Lucía (parte)
4454,360,11,Tenorio
4455,360,12,Vueltas.
4456,361,01,El Coco
4457,361,02,El Güis
4458,361,03,Eskameca (parte)
4459,361,04,Gotera
4460,361,05,Higuerón
4461,361,06,Higuerón Viejo
4462,361,07,San Juan.
4463,362,01,Loma.
4464,362,02,Coopetaboga
4465,362,03,Taboga (parte).
4466,363,01,Brisas
4467,363,02,Eskameca (parte)
4468,363,03,Guapinol
4469,363,04,Pozas
4470,363,05,Puerto Alegre
4471,363,06,Quesera
4472,363,07,Santa Lucía
4473,363,08,Taboga (parte)
4474,363,09,Tiquirusas.
4475,364,01,Bellavista
4476,364,02,Cinco Esquinas
4477,364,03,La Gloria
4478,364,04,Paso Ancho
4479,364,05,San Antonio
4480,364,06,San Jorge
4481,364,07,San Pablo.
4482,364,08,Blanco
4483,364,09,Cecilia
4484,364,10,Codornices
4485,364,11,Concepción
4486,364,12,Coyolito (parte)
4487,364,13,Chiqueros
4488,364,14,Desjarretado
4489,364,15,Irma
4490,364,16,Jarquín (parte)
4491,364,17,Jesús
4492,364,18,Lajas
4493,364,19,Las Huacas (Parte)
4494,364,20,Limonal
4495,364,21,Limonal Viejo
4496,364,22,Matapalo
4497,364,23,Naranjos Agrios
4498,364,24,Palma
4499,364,25,Peña
4500,364,26,Puente de Tierra
4501,364,27,Rancho Alegre (parte)
4502,364,28,Lourdes (Rancho Ania) (parte)
4503,364,29,San Cristóbal
4504,364,30,San Francisco
4505,364,31,San Juan Chiquito
4506,364,32,Santa Lucía
4507,364,33,Tortugal
4508,364,34,Zapote.
4509,365,01,Aguas Claras
4510,365,02,Alto Cebadilla
4511,365,03,Campos de Oro
4512,365,04,Candelaria
4513,365,05,Cañitas
4514,365,06,Cruz
4515,365,07,Cuesta Yugo
4516,365,08,Dos de Abangares
4517,365,09,Marsellesa
4518,365,10,San Antonio
4519,365,11,San Rafael
4520,365,12,Tornos
4521,365,13,Tres Amigos
4522,365,14,Turín (parte).
4523,366,01,Arizona
4524,366,02,Congo
4525,366,03,Nancital
4526,366,04,Portones
4527,366,05,Pozo Azul
4528,366,06,Rancho Alegre (parte)
4529,366,07,Lourdes (Rancho Ania) (parte)
4530,366,08,Tierra Colorada
4531,366,09,Vainilla.
4532,367,01,Almendros
4533,367,02,Barbudal
4534,367,03,Gavilanes
4535,367,04,Higuerillas
4536,367,05,Las Huacas (parte)
4537,367,06,Monte Potrero
4538,367,07,Quebracho
4539,367,08,Peñablanca
4540,367,09,San Buenaventura
4541,367,10,San Joaquín
4542,367,11,Solimar
4543,367,12,Villafuerte.
4544,368,01,Cabra
4545,368,02,Carmen
4546,368,03,Juan XXIII
4547,368,04,Lomalinda.
4548,368,05,Cuatro Esquinas
4549,368,06,Chiripa
4550,368,07,Piamonte
4551,368,08,Río Chiquito
4552,368,09,San Luis
4553,368,10,Tejona
4554,368,11,Tres Esquinas.
4555,369,01,Barrionuevo
4556,369,02,Cabeceras de Cañas
4557,369,03,Campos de Oro
4558,369,04,Dos de Tilarán
4559,369,05,Esperanza
4560,369,06,Florida
4561,369,07,Monte Olivos
4562,369,08,Nubes
4563,369,09,San Miguel
4564,369,10,Turín (parte)
4565,369,11,Vueltas.
4566,370,01,Arenal Viejo
4567,370,02,Colonia Menonita
4568,370,03,Río Chiquito Abajo
4569,370,04,Silencio.
4570,371,01,Aguilares
4571,371,02,Campos Azules
4572,371,03,Montes de Oro (parte)
4573,371,04,Naranjos Agrios
4574,371,05,Palma
4575,371,06,Quebrada Azul
4576,371,07,Ranchitos
4577,371,08,Santa Rosa.
4578,372,01,Alto Cartago
4579,372,02,Maravilla
4580,372,03,San José
4581,372,04,Solania.
4582,373,01,Aguacate
4583,373,02,Aguas Gatas (parte)
4584,373,03,Bajo Paires
4585,373,04,Guadalajara
4586,373,05,Montes de Oro (parte)
4587,373,06,Paraíso (parte)
4588,373,07,Río Piedras
4589,373,08,Sabalito.
4590,374,01,Mata de Caña
4591,374,02,Sangregado
4592,374,03,San Antonio
4593,374,04,Unión.
4594,375,01,Camas
4595,375,02,Limones
4596,375,03,Maquenco
4597,375,04,San Rafael
4598,375,05,Vista de Mar.
4599,376,01,Angostura
4600,376,02,Cacao
4601,376,03,Chumico
4602,376,04,Guaria
4603,376,05,Guastomatal
4604,376,06,Morote
4605,376,07,Tacanis
4606,376,08,Uvita (parte)
4607,376,09,Yerbabuena (parte).
4608,377,01,Altos de Mora
4609,377,02,Cabeceras de Río Ora
4610,377,03,Camaronal
4611,377,04,Carmen
4612,377,05,Cuesta Bijagua
4613,377,06,Leona
4614,377,07,Manzanales
4615,377,08,Río Blanco Este
4616,377,09,Río de Oro
4617,377,10,Río Ora
4618,377,11,San Martín
4619,377,12,San Pedro
4620,377,13,Soledad.
4621,378,01,Canjel
4622,378,02,Canjelito
4623,378,03,Corozal Oeste
4624,378,04,Chamarro
4625,378,05,Isla Berrugate
4626,378,06,Pavones
4627,378,07,Puerto Thiel
4628,378,08,San Pablo Viejo.
4629,379,01,Ángeles
4630,379,02,Bellavista
4631,379,03,Cabeceras de Río Bejuco
4632,379,04,Chompipe (parte)
4633,379,05,Delicias
4634,379,06,Quebrada Grande
4635,379,07,San Josecito.
4636,380,01,Caletas
4637,380,02,Candelillo
4638,380,03,Corozalito
4639,380,04,Chiruta
4640,380,05,Chompipe (parte)
4641,380,06,I Griega
4642,380,07,Islita
4643,380,08,Jabilla
4644,380,09,Jabillos
4645,380,10,Maicillal
4646,380,11,Maquencal
4647,380,12,Milagro
4648,380,13,Millal
4649,380,14,Mono
4650,380,15,Pampas
4651,380,16,Paso Vigas
4652,380,17,Pencal
4653,380,18,Playa Coyote
4654,380,19,Playa San Miguel
4655,380,20,Pueblo Nuevo
4656,380,21,Punta Bejuco
4657,380,22,Puerto Coyote
4658,380,23,Quebrada Nando
4659,380,24,Quebrada Seca
4660,380,25,Rancho Floriana
4661,380,26,San Francisco de Coyote
4662,380,27,San Gabriel
4663,380,28,San Miguel
4664,380,29,Triunfo
4665,380,30,Zapote.
4666,381,01,Corazón de Jesús
4667,381,02,Fátima
4668,381,03,Irving
4669,381,04,Orosí
4670,381,05,Pinos
4671,381,06,Santa Rosa.
4672,381,07,Bellavista
4673,381,08,Bello Horizonte
4674,381,09,Brisas
4675,381,10,Cacao
4676,381,11,Carrizal
4677,381,12,Carrizales
4678,381,13,Colonia Bolaños
4679,381,14,Copalchí
4680,381,15,Infierno
4681,381,16,Jobo
4682,381,17,Libertad
4683,381,18,Monte Plata
4684,381,19,Montes de Oro
4685,381,20,Pampa
4686,381,21,Pegón
4687,381,22,Peñas Blancas
4688,381,23,Piedra Pómez
4689,381,24,Puerto Soley
4690,381,25,Recreo
4691,381,26,San Buenaventura
4692,381,27,SanDimas
4693,381,28,San Paco
4694,381,29,San Roque
4695,381,30,Santa Rogelia
4696,381,31,Santa Rosa
4697,381,32,Soley
4698,381,33,Sonzapote
4699,381,34,Tempatal
4700,381,35,Vueltas.
4701,382,01,Ángeles
4702,382,02,Corrales Negros
4703,382,03,Pueblo Nuevo
4704,382,04,
4705,382,05,Argendora
4706,382,06,Armenia
4707,382,07,Belice
4708,382,08,Bellavista
4709,382,09,Brisas
4710,382,10,Caoba
4711,382,11,Esperanza
4712,382,12,Flor del Norte
4713,382,13,Lajosa
4714,382,14,Marías
4715,382,15,Palmares
4716,382,16,San Antonio
4717,382,17,San Cristóbal
4718,382,18,San Rafael
4719,382,19,San Vicente
4720,382,20,Santa Elena
4721,382,21,Sardina
4722,382,22,Virgen.
4723,383,01,Paraíso.
4724,383,02,Agua Muerta
4725,383,03,Andes
4726,383,04,Asilo
4727,383,05,Cañita
4728,383,06,Carmen
4729,383,07,Fortuna
4730,383,08,Gloria
4731,383,09,Guapinol
4732,383,10,Inocentes
4733,383,11,Lavaderos
4734,383,12,Pochote
4735,383,13,San Antonio
4736,383,14,Tapesco.
4737,384,01,Cedros
4738,384,02,Guaria
4739,384,03,Puerto Castilla
4740,384,04,Rabo de Mico (Aguacaliente).
4741,385,01,Ángeles
4742,385,02,Arena
4743,385,03,Ceiba
4744,385,04,Cuesta Blanca
4745,385,05,Libertad
4746,385,06,Maravilla
4747,385,07,Matambú
4748,385,08,Palo de Jabón
4749,385,09,Pilangosta
4750,385,10,San Juan Bosco
4751,385,11,San Rafael
4752,385,12,Santa Elena (parte)
4753,385,13,Varillal.
4754,386,01,Altos del Socorro
4755,386,02,Bajo Saltos
4756,386,03,Cabrera
4757,386,04,Cuesta Roja
4758,386,05,Delicias
4759,386,06,Guapinol
4760,386,07,Loros
4761,386,08,Mercedes
4762,386,09,Palmares
4763,386,10,Río Zapotal
4764,386,11,San Isidro
4765,386,12,Trinidad.
4766,387,01,Angostura
4767,387,02,Arbolito
4768,387,03,Cuesta Malanoche
4769,387,04,Estrada
4770,387,05,Jobo
4771,387,06,Lajas
4772,387,07,Quebrada Bonita (parte)
4773,387,08,San Miguel
4774,387,09,Santa María.
4775,388,01,Avellana
4776,388,02,Pita Rayada
4777,388,03,Río Blanco Oeste
4778,388,04,Tres Quebradas.
4779,389,01,Angostura
4780,389,02,Carmen
4781,389,03,Cocal
4782,389,04,Playitas
4783,389,05,Pochote
4784,389,06,Pueblo Nuevo.
4785,389,07,Isla Bejuco
4786,389,08,Isla Caballo
4787,389,09,Palmar.
4788,390,01,Aranjuéz
4789,390,02,Brillante (parte)
4790,390,03,Cebadilla
4791,390,04,Chapernal
4792,390,05,Palermo
4793,390,06,Pitahaya Vieja
4794,390,07,Rancho Grande
4795,390,08,San Marcos (parte)
4796,390,09,Zapotal.
4797,391,01,Alto Pie de Paloma
4798,391,02,Cambalache
4799,391,03,Cocoroca
4800,391,04,Coyoles Motos
4801,391,05,Don Jaime
4802,391,06,Jarquín (parte)
4803,391,07,Judas
4804,391,08,Laberinto
4805,391,09,Lagarto
4806,391,10,Malinche
4807,391,11,Morales
4808,391,12,Pita
4809,391,13,Playa Coco
4810,391,14,Pocitos
4811,391,15,Punta Morales
4812,391,16,San Agustín
4813,391,17,San Gerardo
4814,391,18,Santa Juana
4815,391,19,Sarmiento
4816,391,20,Terrero
4817,391,21,Vanegas
4818,391,22,Yomalé.
4819,392,01,Alto Fresca
4820,392,02,Bajo Mora
4821,392,03,Balsa
4822,392,04,Balso
4823,392,05,Bijagua
4824,392,06,Brisas
4825,392,07,Cabo Blanco
4826,392,08,Camaronal
4827,392,09,Cantil
4828,392,10,Cañablancal
4829,392,11,Cerro Frío
4830,392,12,Cerro Indio
4831,392,13,Cerro Pando
4832,392,14,Corozal
4833,392,15,Coto
4834,392,16,Cuajiniquil
4835,392,17,Chanchos
4836,392,18,Chiqueros
4837,392,19,Dominica
4838,392,20,El Mora
4839,392,21,Encanto
4840,392,22,Fresca
4841,392,23,Gloria
4842,392,24,Golfo
4843,392,25,Guabo
4844,392,26,Guadalupe
4845,392,27,Ilusión
4846,392,28,Isla Venado
4847,392,29,Jicaral
4848,392,30,Juan de León
4849,392,31,Milpa
4850,392,32,Montaña Grande
4851,392,33,Níspero
4852,392,34,Nubes
4853,392,35,Once Estrellas
4854,392,36,Piedades
4855,392,37,Pilas de Canjel
4856,392,38,Punta de Cera
4857,392,39,Río Seco
4858,392,40,Sahíno
4859,392,41,San Blas
4860,392,42,San Miguel
4861,392,43,San Miguel de Río Blanco
4862,392,44,San Pedro
4863,392,45,San Rafael
4864,392,46,San Ramón de Río Blanco
4865,392,47,Santa Rosa
4866,392,48,Tigra
4867,392,49,Tres Ríos
4868,392,50,Tronconal
4869,392,51,Unión
4870,392,52,Vainilla.
4871,393,01,Angeles
4872,393,02,Astro Blanco
4873,393,03,Bajo Negro
4874,393,04,Cabeceras de Río Seco
4875,393,05,Campiñas
4876,393,06,Cerro Brujo
4877,393,07,Concepción
4878,393,08,Curú
4879,393,09,Dulce Nombre
4880,393,10,Espaveles
4881,393,11,Esperanza
4882,393,12,Flor
4883,393,13,Gigante
4884,393,14,Guaria
4885,393,15,Higueronal
4886,393,16,Isla Cedros
4887,393,17,Isla Jesucita
4888,393,18,Isla Tortuga
4889,393,19,Leona
4890,393,20,Mango
4891,393,21,Naranjo
4892,393,22,Pánica
4893,393,23,Paraíso
4894,393,24,Playa Blanca
4895,393,25,Playa Cuchillo
4896,393,26,Pochote
4897,393,27,Punta del Río
4898,393,28,Quebrada Bonita
4899,393,29,Río Grande
4900,393,30,Río Guarial
4901,393,31,Río Seco
4902,393,32,Rivas
4903,393,33,San Fernando
4904,393,34,San Luis
4905,393,35,San Pedro
4906,393,36,San Rafael
4907,393,37,San Vicente
4908,393,38,Santa Cecilia
4909,393,39,Santa Lucía
4910,393,40,Santa Rosa
4911,393,41,Sonzapote
4912,393,42,Tronco Negro
4913,393,43,Valle Azul
4914,393,44,Vueltas.
4915,394,01,Abangaritos
4916,394,02,Camarita
4917,394,03,Costa de Pájaros
4918,394,04,Coyolito (parte)
4919,394,05,Cuesta Portillo.
4920,395,01,Alto Méndez
4921,395,02,Altos Fernández
4922,395,03,Ángeles
4923,395,04,Guaria
4924,395,05,Lajón
4925,395,06,San Antonio
4926,395,07,Santa Rosa
4927,395,08,Surtubal
4928,395,09,Veracruz.
4929,396,01,Rioja.
4930,396,02,Obregón
4931,396,03,San Joaquín
4932,396,04,San Miguel
4933,396,05,San Miguelito
4934,396,06,Santa Ana.
4935,397,01,Cerro Plano
4936,397,02,Cuesta Blanca
4937,397,03,Lindora
4938,397,04,Llanos
4939,397,05,Monte Verde
4940,397,06,San Luis.
4941,398,01,Abuela
4942,398,02,Arío
4943,398,03,Bajos de Arío
4944,398,04,Bajos de Fernández
4945,398,05,Bello Horizonte
4946,398,06,Betel
4947,398,07,Cabuya
4948,398,08,Canaán
4949,398,09,Cañada
4950,398,10,Caño Seco Abajo
4951,398,11,Caño Seco Arriba
4952,398,12,Caño Seco Enmedio
4953,398,13,Carmen
4954,398,14,Cedro
4955,398,15,Cerital
4956,398,16,Cerro Buenavista
4957,398,17,Cocal
4958,398,18,Cocalito
4959,398,19,Delicias
4960,398,20,Malpaís
4961,398,21,Montezuma
4962,398,22,Muelle
4963,398,23,Pachanga
4964,398,24,Pavón
4965,398,25,Pénjamo
4966,398,26,Piedra Amarilla
4967,398,27,Pita
4968,398,28,Río Enmedio
4969,398,29,Río Frío
4970,398,30,Río Negro
4971,398,31,San Antonio
4972,398,32,San Isidro
4973,398,33,San Jorge
4974,398,34,San Ramón
4975,398,35,Santa Clemencia
4976,398,36,Santa Fe
4977,398,37,Santa Teresa
4978,398,38,Santiago
4979,398,39,Tacotales
4980,398,40,Tambor
4981,398,41,Villalta.
4982,399,01,Camboya
4983,399,02,Carrizal
4984,399,03,Chacarita
4985,399,04,Chacarita Norte
4986,399,05,Fertica
4987,399,06,Fray Casiano
4988,399,07,Huerto
4989,399,08,Lindavista
4990,399,09,Pueblo Redondo
4991,399,10,Reyes
4992,399,11,San Isidro
4993,399,12,Santa Eduvigis
4994,399,13,Tanque
4995,399,14,Veinte de Noviembre.
4996,400,01,Bocana
4997,400,02,Lagartero
4998,400,03,Montero
4999,400,04,Pilas
5000,400,05,Pochote
5001,400,06,Puerto Coloradito
5002,400,07,Puerto Mauricio
5003,400,08,Puerto Palito.
5004,401,01,Acapulco
5005,401,02,Aranjuecito
5006,401,03,Chapernalito
5007,401,04,Claraboya
5008,401,05,Coyolar
5009,401,06,Quebrada Honda
5010,401,07,San Marcos (parte).
5011,402,01,Boca de Barranca
5012,402,02,Chagüite
5013,402,03,El Roble.
5014,403,01,Poblados. Arancibia Norte
5015,403,02,Arancibia Sur
5016,403,03,Lagunas
5017,403,04,Ojo de Agua
5018,403,05,Rincón
5019,403,06,San Martín Norte
5020,403,07,San Martín Sur.
5021,404,01,Marañonal (parte)
5022,404,02,Mojón
5023,404,03,Tejar.
5024,404,04,Gregg
5025,404,05,Humo
5026,404,06,Mojoncito
5027,404,07,Pan de Azúcar.
5028,405,01,Jocote
5029,405,02,Juanilama
5030,405,03,San Juan Chiquito.
5031,406,01,Marañonal (parte).
5032,406,02,Bruselas
5033,406,03,Guapinol
5034,406,04,Nances
5035,406,05,San Roque.
5036,407,01,Alto Corteza
5037,407,02,Barón
5038,407,03,Facio
5039,407,04,Llanada del Cacao
5040,407,05,Maratón.
5041,408,01,Cerrillos
5042,408,02,Mesetas Abajo
5043,408,03,Mesetas Arriba
5044,408,04,Peña Blanca
5045,408,05,Pretiles
5046,408,06,Quebradas
5047,408,07,Sabana Bonita.
5048,409,01,Alto de Las Mesas
5049,409,02,Artieda
5050,409,03,Caldera
5051,409,04,Cabezas
5052,409,05,Cambalache
5053,409,06,Cascabel
5054,409,07,Corralillo
5055,409,08,Cuesta Jocote
5056,409,09,Figueroa
5057,409,10,Finca Brazo Seco
5058,409,11,Finca Cortijo
5059,409,12,Guardianes de La Piedra
5060,409,13,Hacienda La Moncha
5061,409,14,Hacienda Mata de Guinea
5062,409,15,Hacienda Playa Linda
5063,409,16,Hacienda Salinas
5064,409,17,Jesús María
5065,409,18,Quebrada Honda
5066,409,19,Salinas
5067,409,20,San Antonio
5068,409,21,Silencio
5069,409,22,Tivives
5070,409,23,Villanueva.
5071,410,01,Alto Buenos Aires
5072,410,02,Lomas.
5073,410,03,Alto Alejo
5074,410,04,Alto Brisas
5075,410,05,Alto Calderón
5076,410,06,Bajo Brisas
5077,410,07,Bolas
5078,410,08,Brujo
5079,410,09,Cabagra (parte)
5080,410,10,Caracol
5081,410,11,Ceibo
5082,410,12,Colepato
5083,410,13,El Carmen
5084,410,14,Guanacaste
5085,410,15,Guadalupe
5086,410,16,López
5087,410,17,Los Altos
5088,410,18,Llano Verde
5089,410,19,Machomontes
5090,410,20,Palmital
5091,410,21,Paraíso (Ánimas)
5092,410,22,Paso Verbá
5093,410,23,Piñera
5094,410,24,Platanares
5095,410,25,Potrero Cerrado
5096,410,26,Puente de Salitre
5097,410,27,Río Azul
5098,410,28,Salitre
5099,410,29,San Carlos
5100,410,30,San Luis (Florida)
5101,410,31,San Miguel Este
5102,410,32,San Miguel Oeste
5103,410,33,San Vicente
5104,410,34,Santa Cruz
5105,410,35,Santa Eduvigis
5106,410,36,Santa Marta
5107,410,37,Sipar
5108,410,38,Ujarrás
5109,410,39,Villahermosa
5110,410,40,Yheri.
5111,411,01,Altamira
5112,411,02,Ángel Arriba
5113,411,03,Bajos del Río Grande
5114,411,04,Cacao
5115,411,05,Convento
5116,411,06,Cordoncillo
5117,411,07,Los Ángeles
5118,411,08,Longo Mai
5119,411,09,Peje
5120,411,10,Quebradas
5121,411,11,Río Grande
5122,411,12,Sabanilla
5123,411,13,Sonador
5124,411,14,Tarise
5125,411,15,Tres Ríos
5126,411,16,Ultrapez.
5127,412,01,Alto La Cruz.
5128,412,02,Alto Tigre
5129,412,03,Ángeles
5130,412,04,Boca Limón
5131,412,05,Brazos de Oro
5132,412,06,Cabagra (parte)
5133,412,07,Campo Alegre
5134,412,08,Capri
5135,412,09,Caracol
5136,412,10,Caracucho
5137,412,11,Clavera
5138,412,12,Colegallo
5139,412,13,Copal
5140,412,14,Coto Brus (parte)
5141,412,15,Cuesta Marañones
5142,412,16,Delicias
5143,412,17,Garrote
5144,412,18,Guácimo
5145,412,19,Guaria
5146,412,20,Helechales
5147,412,21,Jabillo
5148,412,22,Jorón
5149,412,23,Juntas
5150,412,24,Lucha
5151,412,25,Maravilla
5152,412,26,Mesas
5153,412,27,Mirador
5154,412,28,Montelimar
5155,412,29,Mosca
5156,412,30,Palmira
5157,412,31,Paso Real
5158,412,32,Peje
5159,412,33,Pita
5160,412,34,Platanillal
5161,412,35,Quijada
5162,412,36,Río Coto
5163,412,37,San Antonio
5164,412,38,San Carlos
5165,412,39,San Rafael de Cabagra
5166,412,40,Santa Cecilia
5167,412,41,Singri
5168,412,42,Tablas
5169,412,43,Tamarindo
5170,412,44,Térraba
5171,412,45,Tres Colinas
5172,412,46,Tierras Negras
