id,distrito_id,codigo,barrio
5173,412,47,Volcancito
5174,412,48,Vueltas.
5175,413,01,Alto del Mojón
5176,413,02,Bellavista
5177,413,03,Cajón
5178,413,04,Curré
5179,413,05,Chamba
5180,413,06,Changuenita
5181,413,07,Doboncragua
5182,413,08,Iguana
5183,413,09,Kuibín
5184,413,10,Lagarto
5185,413,11,Mano de Tigre
5186,413,12,Miravalles
5187,413,13,Ojo de Agua (parte)
5188,413,14,Presa
5189,413,15,Puerto Nuevo
5190,413,16,Sabanas (Barranco) (parte)
5191,413,17,San Joaquín
5192,413,18,Santa Cruz
5193,413,19,Tigre
5194,413,20,Tres Ríos.
5195,414,01,Alto Pilas
5196,414,02,Bajo Pilas
5197,414,03,Bijagual
5198,414,04,Ceibón
5199,414,05,Concepción (La Danta)
5200,414,06,Dibujada
5201,414,07,Fortuna
5202,414,08,La Gloria (Los Mangos)
5203,414,09,Laguna
5204,414,10,Ojo de Agua
5205,414,11,Paso La Tinta
5206,414,12,Pueblo Nuevo
5207,414,13,Sabanas (Barranco parte)
5208,414,14,Silencio
5209,414,15,Tumbas.
5210,415,01,Aguas Frescas
5211,415,02,Alto Esmeralda
5212,415,03,Ángeles
5213,415,04,Bajo Dioses
5214,415,05,Bajo Maíz
5215,415,06,Bolsa
5216,415,07,Cedral (Boquete)
5217,415,08,Escuadra
5218,415,09,Filadelfia (Aguabuena)
5219,415,10,Guagaral
5220,415,11,Jabillo
5221,415,12,Jalisco
5222,415,13,Laguna
5223,415,14,Lajas
5224,415,15,Maíz de Boruca
5225,415,16,Mallal
5226,415,17,Nubes
5227,415,18,Ojo de Agua (parte)
5228,415,19,San Luis
5229,415,20,Virgen.
5230,416,01,Alto Cacao
5231,416,02,Bajo Mamey
5232,416,03,Bonga
5233,416,04,Cacique
5234,416,05,Cantú
5235,416,06,Cruces
5236,416,07,Limón
5237,416,08,Paraíso
5238,416,09,Pataste
5239,416,10,Pilón
5240,416,11,Quebrada Bonita
5241,416,12,San Luis
5242,416,13,Santa Lucía
5243,416,14,Santa María
5244,416,15,Tres Ríos
5245,416,16,Vegas de Chánguena
5246,416,17,Vuelta Campana
5247,416,18,Zapotal.
5248,417,01,Almácigo
5249,417,02,Altamira
5250,417,03,Alto Sábalo
5251,417,04,Bajo Sábalo
5252,417,05,Bajos de Coto
5253,417,06,Biolley
5254,417,07,Carmen
5255,417,08,Hamacas
5256,417,09,Guayacán
5257,417,10,Manzano
5258,417,11,Naranjos
5259,417,12,Puna.
5260,418,01,Achiote
5261,418,02,Alto Achiote
5262,418,03,Cañas
5263,418,04,Guadalajara
5264,418,05,Llano Bonito
5265,418,06,Oasis
5266,418,07,San Rafael
5267,418,08,Santa Cecilia
5268,418,09,Santa María
5269,418,10,Santa Rosa
5270,418,11,Socorro.
5271,419,01,Alto Pavones
5272,419,02,Bajo Zamora
5273,419,03,Barbudal
5274,419,04,Bellavista
5275,419,05,Brillante (parte)
5276,419,06,Cabuyal
5277,419,07,Delicias
5278,419,08,Fraijanes
5279,419,09,Lagunilla
5280,419,10,Río Seco
5281,419,11,Tajo Alto
5282,419,12,Trinidad
5283,419,13,Zagala Vieja
5284,419,14,Zamora
5285,419,15,Zapotal (parte).
5286,420,01,Bajo Caliente (parte)
5287,420,02,Cedral
5288,420,03,Laguna
5289,420,04,Micas
5290,420,05,Palmital
5291,420,06,San Buenaventura
5292,420,07,Velásquez
5293,420,08,Ventanas
5294,420,09,Zagala Nueva.
5295,421,01,Aguabuena
5296,421,02,Ciruelas
5297,421,03,Cuatro Cruces
5298,421,04,Isla
5299,421,05,Santa Rosa
5300,421,06,Tiocinto.
5301,422,01,Canadá
5302,422,02,Cementerio
5303,422,03,Cinco Esquinas
5304,422,04,Precario
5305,422,05,Pueblo Nuevo
5306,422,06,Renacimiento
5307,422,07,Yuca.
5308,422,08,Balsar
5309,422,09,Bocabrava
5310,422,10,Bocachica
5311,422,11,Cerrón
5312,422,12,Coronado
5313,422,13,Chontales
5314,422,14,Delicias
5315,422,15,Embarcadero
5316,422,16,Fuente
5317,422,17,Isla Sorpresa
5318,422,18,Lindavista
5319,422,19,Lourdes
5320,422,20,Ojochal
5321,422,21,Ojo de Agua
5322,422,22,Parcelas
5323,422,23,Pozo
5324,422,24,Punta Mala
5325,422,25,Punta Mala Arriba
5326,422,26,San Buenaventura
5327,422,27,San Juan
5328,422,28,San Marcos
5329,422,29,Tagual
5330,422,30,Tortuga Abajo
5331,422,31,Tres Ríos
5332,422,32,Vista de Térraba.
5333,423,01,Betania
5334,423,02,Once de Abril
5335,423,03,Palmar Sur.
5336,423,04,Alemania
5337,423,05,Alto Ángeles
5338,423,06,Alto Encanto
5339,423,07,Alto Montura
5340,423,08,Bellavista
5341,423,09,Calavera
5342,423,10,Cansot
5343,423,11,Cañablancal (Este)
5344,423,12,Cañablancal (Oeste) Coobó (Progreso)
5345,423,13,Coquito
5346,423,14,Gorrión
5347,423,15,Jalaca (parte)
5348,423,16,Olla Cero
5349,423,17,Palma
5350,423,18,Paraíso
5351,423,19,Primero de Marzo
5352,423,20,Puerta del Sol
5353,423,21,San Cristóbal
5354,423,22,San Francisco (Tinoco)
5355,423,23,San Gabriel
5356,423,24,San Isidro
5357,423,25,San Rafael
5358,423,26,Santa Elena
5359,423,27,Silencio
5360,423,28,Trocha
5361,423,29,Vergel
5362,423,30,Victoria
5363,423,31,Zapote.
5364,424,01,Ajuntaderas
5365,424,02,Alto Los Mogos
5366,424,03,Alto San Juan
5367,424,04,Bahía Chal
5368,424,05,Bajos Matías
5369,424,06,Barco
5370,424,07,Bejuco
5371,424,08,Boca Chocuaco
5372,424,09,Gallega
5373,424,10,Camíbar
5374,424,11,Campo de Aguabuena
5375,424,12,Cantarrana
5376,424,13,Charcos
5377,424,14,Chocuaco
5378,424,15,Garrobo
5379,424,16,Guabos
5380,424,17,Isidora
5381,424,18,Islotes
5382,424,19,Jalaca (parte)
5383,424,20,Julia
5384,424,21,Miramar
5385,424,22,Mogos
5386,424,23,Monterrey
5387,424,24,Playa Palma
5388,424,25,Playitas
5389,424,26,Potrero
5390,424,27,Puerto Escondido
5391,424,28,Rincón
5392,424,29,Sábalo
5393,424,30,San Gerardo
5394,424,31,San Juan
5395,424,32,Taboga
5396,424,33,Taboguita
5397,424,34,Tigre
5398,424,35,Varillal.
5399,425,01,Bahía
5400,425,02,Ballena
5401,425,03,Brisas
5402,425,04,Cambutal
5403,425,05,Dominical
5404,425,06,Dominicalito
5405,425,07,Escaleras
5406,425,08,Piedra Achiote
5407,425,09,Piñuela
5408,425,10,Playa Hermosa
5409,425,11,Poza Azul
5410,425,12,Puerto Nuevo
5411,425,13,Quebrada Grande
5412,425,14,Rocas Amancio
5413,425,15,San Josecito
5414,425,16,San Martín
5415,425,17,Tortuga Arriba
5416,425,18,Ventanas.
5417,426,01,Ángeles
5418,426,02,Bellavista
5419,426,03,Calera
5420,426,04,Cerro Oscuro
5421,426,05,Chacarita
5422,426,06,Fila
5423,426,07,Finca Alajuela
5424,426,08,Finca Guanacaste
5425,426,09,Finca Puntarenas
5426,426,10,Florida
5427,426,11,Guaria
5428,426,12,Kilómetro 40
5429,426,13,Navidad
5430,426,14,Nubes
5431,426,15,Porvenir
5432,426,16,Rincón Caliente
5433,426,17,Salamá
5434,426,18,San Martín
5435,426,19,Santa Cecilia
5436,426,20,Santa Rosa
5437,426,21,Sinaí
5438,426,22,Venecia
5439,426,23,Villa Bonita
5440,426,24,Villa Colón.
5441,427,01,Ángeles
5442,427,02,Banegas
5443,427,03,Boca Ganado
5444,427,04,Campanario
5445,427,05,Caletas
5446,427,06,Guerra
5447,427,07,Planes
5448,427,08,Progreso
5449,427,09,Quebrada Ganado
5450,427,10,Rancho Quemado
5451,427,11,Riyito
5452,427,12,San Josecito (Rincón)
5453,427,13,San Pedrillo.
5454,428,01,Boca Vieja
5455,428,02,Cocal
5456,428,03,Colinas del Este
5457,428,04,Inmaculada
5458,428,05,Junta Naranjo
5459,428,06,La Zona
5460,428,07,Rancho Grande.
5461,428,08,Anita
5462,428,09,Bartolo
5463,428,10,Boca Naranjo
5464,428,11,Cañas
5465,428,12,Cañitas
5466,428,13,Cerritos
5467,428,14,Cerros
5468,428,15,Damas
5469,428,16,Delicias
5470,428,17,Espadilla
5471,428,18,Estero Damas
5472,428,19,Estero Garita
5473,428,20,Gallega
5474,428,21,Llamarón
5475,428,22,Llorona
5476,428,23,Managua
5477,428,24,Manuel Antonio
5478,428,25,Marítima
5479,428,26,Mona
5480,428,27,Papaturro
5481,428,28,Paquita
5482,428,29,Pastora
5483,428,30,Quebrada Azul
5484,428,31,Rey
5485,428,32,Ríos
5486,428,33,Roncador
5487,428,34,San Rafael.
5488,429,01,Dos Bocas
5489,429,02,Guabas
5490,429,03,Guápil
5491,429,04,Hatillo Nuevo
5492,429,05,Hatillo Viejo
5493,429,06,Laguna
5494,429,07,Nubes
5495,429,08,Palma Quemada
5496,429,09,Pasito
5497,429,10,Paso
5498,429,11,Paso Guanacaste
5499,429,12,Platanillo
5500,429,13,Playa Matapalo
5501,429,14,Portalón
5502,429,15,Punto de Mira
5503,429,16,Salitral
5504,429,17,Salsipuedes
5505,429,18,San Andrés
5506,429,19,Santo Domingo
5507,429,20,Silencio
5508,429,21,Tierras Morenas
5509,429,22,Tres Piedras (parte).
5510,430,01,Bijagual
5511,430,02,Buenos Aires
5512,430,03,Capital
5513,430,04,Concepción
5514,430,05,Cotos
5515,430,06,Londres
5516,430,07,Negro
5517,430,08,Pascua
5518,430,09,Paso Indios
5519,430,10,Paso Real
5520,430,11,Sábalo
5521,430,12,Santa Juana
5522,430,13,Tocorí
5523,430,14,Villanueva.
5524,431,01,Alamedas
5525,431,02,Bellavista
5526,431,03,Bolsa
5527,431,04,Disco
5528,431,05,Kilómetro 1
5529,431,06,Kilómetro 2
5530,431,07,Kilómetro 3
5531,431,08,Laguna
5532,431,09,Llano Bonito
5533,431,10,Minerva
5534,431,11,Naranjal
5535,431,12,Oasis de Esperanza
5536,431,13,Parroquial
5537,431,14,Pueblo Civil
5538,431,15,Rotonda
5539,431,16,San Andrés
5540,431,17,San Martín
5541,431,18,Zona Gris.
5542,431,19,Aguada
5543,431,20,Ánimas
5544,431,21,Atrocho
5545,431,22,Bajo Chontales
5546,431,23,Bajo de Coto
5547,431,24,Bajo Grapa
5548,431,25,Bajo Mansito
5549,431,26,Bajo Sucio
5550,431,27,Bajos de Cañablanca
5551,431,28,Cuarenta y Cinco
5552,431,29,Dos Ríos
5553,431,30,Esperanza de Coto
5554,431,31,Gallardo
5555,431,32,Huacas
5556,431,33,Jorge Brenes Durán
5557,431,34,Kilómetro 5
5558,431,35,Kilómetro 7
5559,431,36,Kilómetro 9
5560,431,37,Kilómetro 16
5561,431,38,Kilómetro 20
5562,431,39,Kilómetro 24
5563,431,40,Manuel Tucker Martínez
5564,431,41,Mona
5565,431,42,Nazaret
5566,431,43,Paso Higuerón
5567,431,44,Playa Cacao
5568,431,45,Puerto Escondido
5569,431,46,Puntarenitas
5570,431,47,Purruja
5571,431,48,Rancho Relámpago
5572,431,49,Riyito
5573,431,50,Saladero
5574,431,51,Saladerito
5575,431,52,San Francisco
5576,431,53,San Josecito
5577,431,54,Torres
5578,431,55,Trenzas
5579,431,56,Unión de Coto
5580,431,57,Ureña
5581,431,58,Valle Bonito
5582,431,59,Viquilla Dos.
5583,432,01,Pueblo Nuevo.
5584,432,02,Aguabuena
5585,432,03,Agujas
5586,432,04,Miramar (Altos Corozal)
5587,432,05,Amapola
5588,432,06,Balsa
5589,432,07,Bambú
5590,432,08,Barrigones
5591,432,09,Barrio Bonito
5592,432,10,Boca Gallardo
5593,432,11,Cañaza
5594,432,12,Carate
5595,432,13,Carbonera
5596,432,14,Cerro de Oro
5597,432,15,Dos Brazos
5598,432,16,Guadalupe
5599,432,17,Independencia
5600,432,18,Lajitas
5601,432,19,Ñeque
5602,432,20,Palma
5603,432,21,Paloseco
5604,432,22,Playa Blanca
5605,432,23,Playa Tigre
5606,432,24,Puerto Escondido
5607,432,25,Quebrada Latarde
5608,432,26,Río Nuevo
5609,432,27,Río Oro
5610,432,28,Río Piro (Coyunda)
5611,432,29,Sándalo
5612,432,30,San Miguel
5613,432,31,Sombrero
5614,432,32,Terrones
5615,432,33,Tigre.
5616,433,01,Santiago.
5617,433,02,Bajo Bonita
5618,433,03,Bajo Cedros
5619,433,04,Buenavista
5620,433,05,Cerro Café
5621,433,06,Chiqueros
5622,433,07,Delicias
5623,433,08,El Alto
5624,433,09,Esperanza
5625,433,10,Gamba
5626,433,11,Kilómetro 29
5627,433,12,Kilómetro 33
5628,433,13,La Julieta
5629,433,14,Santiago de Caracol
5630,433,15,Tigre (Caracol Norte)
5631,433,16,Valle Cedros
5632,433,17,Vegas de Río Claro
5633,433,18,Villa Briceño
5634,433,19,Viquilla Uno.
5635,434,01,Altos de Conte
5636,434,02,Banco
5637,434,03,Burica
5638,434,04,Clarita
5639,434,05,Cocal Amarillo
5640,434,06,Cuervito
5641,434,07,Escuadra
5642,434,08,Esperanza de Sábalos
5643,434,09,Estero Colorado
5644,434,10,Estrella
5645,434,11,Flor de Coto
5646,434,12,Fortuna de Coto
5647,434,13,Guaymí
5648,434,14,Higo
5649,434,15,Jardín
5650,434,16,La Virgen
5651,434,17,Lindamar
5652,434,18,Manzanillo
5653,434,19,Pavones
5654,434,20,Peñas
5655,434,21,Peñita
5656,434,22,Puerto Pilón
5657,434,23,Puesto La Playa
5658,434,24,Punta Banco
5659,434,25,Quebrada Honda
5660,434,26,Riviera
5661,434,27,Sábalos
5662,434,28,Tigrito
5663,434,29,Unión del Sur
5664,434,30,Vanegas
5665,434,31,Yerba
5666,434,32,Zancudo.
5667,435,01,Canadá
5668,435,02,María Auxiliadora
5669,435,03,Tres Ríos.
5670,435,04,Aguas Claras
5671,435,05,Bajo Reyes
5672,435,06,Bajo Venado
5673,435,07,Barrantes
5674,435,08,Ceibo
5675,435,09,Cruces
5676,435,10,Cuenca de Oro
5677,435,11,Danto
5678,435,12,Fila Guinea
5679,435,13,Isla
5680,435,14,Lindavista
5681,435,15,Lourdes
5682,435,16,Maravilla
5683,435,17,Piedra Pintada
5684,435,18,San Joaquín
5685,435,19,Santa Clara
5686,435,20,Torre Alta.
5687,436,01,Ángeles
5688,436,02,Brasilia
5689,436,03,Casablanca
5690,436,04,Chanchera
5691,436,05,El Gallo
5692,436,06,Juntas
5693,436,07,La Esmeralda
5694,436,08,Lucha
5695,436,09,Mellizas
5696,436,10,Miraflores
5697,436,11,Piedra de Candela
5698,436,12,Plantel
5699,436,13,Porto Llano
5700,436,14,Primavera
5701,436,15,Progreso
5702,436,16,Providencia
5703,436,17,Pueblo Nuevo
5704,436,18,Río Negro
5705,436,19,Río Sereno
5706,436,20,San Antonio
5707,436,21,San Bosco
5708,436,22,San Francisco
5709,436,23,San Luis
5710,436,24,San Marcos
5711,436,25,San Miguel
5712,436,26,San Rafael
5713,436,27,San Ramón
5714,436,28,Santa Rosa
5715,436,29,Santa Teresa
5716,436,30,Tigra
5717,436,31,Trinidad
5718,436,32,Unión
5719,436,33,Valle Hermoso.
5720,437,01,Bello Oriente
5721,437,02,Campo Tres
5722,437,03,Cañas Gordas
5723,437,04,Concepción
5724,437,05,Copabuena
5725,437,06,Copal
5726,437,07,Fila Zapote
5727,437,08,Metaponto
5728,437,09,Pilares
5729,437,10,Pueblo Nuevo
5730,437,11,Quebrada Bonita
5731,437,12,Río Salto
5732,437,13,San Francisco
5733,437,14,San Gabriel
5734,437,15,San Pedro
5735,437,16,Santa Cecilia
5736,437,17,Santa Marta
5737,437,18,Santo Domingo
5738,437,19,Valle Azul.
5739,438,01,Aguacate
5740,438,02,Alto Limoncito
5741,438,03,Ángeles
5742,438,04,Bonanza
5743,438,05,Brusmalis
5744,438,06,Chiva
5745,438,07,Desamparados
5746,438,08,Esperanza
5747,438,09,Fila
5748,438,10,Manchuria
5749,438,11,Sabanilla
5750,438,12,San Gerardo
5751,438,13,San Juan
5752,438,14,San Miguel
5753,438,15,San Rafael
5754,438,16,Santa Marta
5755,438,17,Santa Rita
5756,438,18,Unión
5757,438,19,Valle
5758,438,20,Villapalacios
5759,438,21,Zumbona.
5760,439,01,Aguacaliente
5761,439,02,Camaquiri
5762,439,03,Cocorí
5763,439,04,Coto Brus (parte)
5764,439,05,Fila Méndez
5765,439,06,Fila Naranjo
5766,439,07,Fila Tigre
5767,439,08,Marías
5768,439,09,Monterrey
5769,439,10,Palmira
5770,439,11,Santa Fe.
5771,440,01,Alpha
5772,440,02,Alturas de Cotón
5773,440,03,Brisas
5774,440,04,Fila Pinar
5775,440,05,Fila San Rafael
5776,440,06,Flor del Roble
5777,440,07,Guinea Arriba
5778,440,08,La Administración
5779,440,09,Libertad
5780,440,10,Poma
5781,440,11,Río Marzo
5782,440,12,Roble
5783,440,13,Roble Arriba
5784,440,14,Siete Colinas.
5785,441,01,Julieta
5786,441,02,Pueblo Nuevo.
5787,441,03,Alto Camacho
5788,441,04,Ángeles
5789,441,05,Bajos Jicote
5790,441,06,Bambú
5791,441,07,Bandera
5792,441,08,Barbudal
5793,441,09,Bejuco
5794,441,10,Boca del Parrita
5795,441,11,Carmen (parte)
5796,441,12,Chires
5797,441,13,Chires Arriba
5798,441,14,Chirraca Abajo
5799,441,15,Chirraca Arriba
5800,441,16,Esterillos Centro
5801,441,17,Esterillos Este
5802,441,18,Esterillos Oeste
5803,441,19,Fila Surubres
5804,441,20,Guapinol
5805,441,21,Higuito
5806,441,22,I Griega
5807,441,23,Isla Damas
5808,441,24,Isla Palo Seco
5809,441,25,Jicote
5810,441,26,Loma
5811,441,27,Mesas
5812,441,28,Palmas
5813,441,29,Palo Seco
5814,441,30,Pirrís
5815,441,31,Playa Palma
5816,441,32,Playón
5817,441,33,Playón Sur
5818,441,34,Pirrís (Las Parcelas)
5819,441,35,Pocares
5820,441,36,Pocarito
5821,441,37,Porvenir
5822,441,38,Punta Judas
5823,441,39,Rincón Morales
5824,441,40,Río Negro (parte)
5825,441,41,Río Seco
5826,441,42,San Antonio
5827,441,43,San Bosco
5828,441,44,San Gerardo
5829,441,45,San Isidro
5830,441,46,San Juan
5831,441,47,San Julián
5832,441,48,San Rafael Norte
5833,441,49,Sardinal
5834,441,50,Sardinal Sur
5835,441,51,Surubres
5836,441,52,Teca
5837,441,53,Tigre
5838,441,54,Turbio
5839,441,55,Valle Vasconia
5840,441,56,Vueltas.
5841,442,01,Bosque
5842,442,02,Caño Seco
5843,442,03,Capri
5844,442,04,Carmen
5845,442,05,Corredor
5846,442,06,Progreso
5847,442,07,San Juan
5848,442,08,Valle del Sur.
5849,442,09,Abrojo
5850,442,10,Aguilares
5851,442,11,Alto Limoncito
5852,442,12,Bajo Indios
5853,442,13,Betel
5854,442,14,Cacoragua
5855,442,15,Campiña
5856,442,16,Campo Dos
5857,442,17,Campo Dos y Medio
5858,442,18,Cañada
5859,442,19,Caracol Sur
5860,442,20,Castaños
5861,442,21,Coloradito
5862,442,22,Concordia
5863,442,23,Coto 42
5864,442,24,Coto 44
5865,442,25,Coto 45
5866,442,26,Coto 47
5867,442,27,Coto 49
5868,442,28,Coto 50-51
5869,442,29,Coto 52-53
5870,442,30,Cuesta Fila de Cal
5871,442,31,Estrella del Sur
5872,442,32,Florida
5873,442,33,Fortuna
5874,442,34,Kilómetro 10
5875,442,35,Miramar
5876,442,36,Montezuma
5877,442,37,Nubes
5878,442,38,Pangas
5879,442,39,Planes
5880,442,40,Pueblo Nuevo
5881,442,41,Río Bonito
5882,442,42,Río Nuevo (Norte)
5883,442,43,Río Nuevo (Sur)
5884,442,44,San Antonio Abajo
5885,442,45,San Francisco
5886,442,46,San Josecito
5887,442,47,San Rafael
5888,442,48,Santa Cecilia
5889,442,49,Santa Marta (parte)
5890,442,50,Santa Rita
5891,442,51,Tropezón
5892,442,52,Unión
5893,442,53,Vegas de Abrojo
5894,442,54,Villa Roma.
5895,443,01,Canoas Abajo (parte)
5896,443,02,Control
5897,443,03,Cuervito
5898,443,04,Chorro.
5899,444,01,Lotes (San Jorge).
5900,444,02,Altos del Brujo
5901,444,03,Bajo Brujo
5902,444,04,Bajo
5903,444,05,Barrionuevo
5904,444,06,Canoas Abajo (parte)
5905,444,07,Canoas Arriba
5906,444,08,Cañaza
5907,444,09,Cerro Brujo
5908,444,10,Colorado
5909,444,11,Chiva
5910,444,12,Darizara
5911,444,13,Gloria
5912,444,14,Guay
5913,444,15,Guayabal
5914,444,16,Mariposa
5915,444,17,Níspero
5916,444,18,Palma
5917,444,19,Paso Canoas
5918,444,20,San Antonio
5919,444,21,San Isidro
5920,444,22,San Martín
5921,444,23,San Miguel
5922,444,24,Santa Marta (parte)
5923,444,25,Veguitas de Colorado
5924,444,26,Veracruz
5925,444,27,Villas de Darizara.
5926,445,01,Alto Vaquita
5927,445,02,Bambito
5928,445,03,Bella Luz
5929,445,04,Bijagual
5930,445,05,Caimito
5931,445,06,Cangrejo Verde
5932,445,07,Caracol de la Vaca
5933,445,08,Cariari
5934,445,09,Caucho
5935,445,10,Cenizo
5936,445,11,Colonia Libertad
5937,445,12,Coyoche
5938,445,13,Jobo Civil
5939,445,14,Kilómetro 22
5940,445,15,Kilómetro 25
5941,445,16,Kilómetro 27
5942,445,17,Kilómetro 29
5943,445,18,Mango
5944,445,19,Pueblo de Dios
5945,445,20,Puerto González Víquez
5946,445,21,Río Incendio
5947,445,22,Roble
5948,445,23,San Juan
5949,445,24,Santa Lucía
5950,445,25,Tamarindo
5951,445,26,Vaca (Santa Rosa)
5952,445,27,Vereh
5953,445,28,Zaragoza.
5954,446,01,Agujitas
5955,446,02,Buenos Aires
5956,446,03,Cañablancal
5957,446,04,Cerro Fresco
5958,446,05,Herradura
5959,446,06,Mona
5960,446,07,Playa Hermosa
5961,446,08,Playa Herradura
5962,446,09,Pochotal
5963,446,10,Puerto Escondido
5964,446,11,Quebrada Amarilla
5965,446,12,San Antonio
5966,446,13,Turrubaritos
5967,446,14,Tusubres.
5968,447,01,Agujas
5969,447,02,Bajamar
5970,447,03,Bellavista
5971,447,04,Caletas
5972,447,05,Camaronal
5973,447,06,Camaronal Arriba
5974,447,07,Capulín
5975,447,08,Carrizal de Bajamar
5976,447,09,Guacalillo
5977,447,10,Mantas
5978,447,11,Nambí
5979,447,12,Peñón de Tivives
5980,447,13,Pigres
5981,447,14,Pita
5982,447,15,Playa Azul
5983,447,16,Pógeres
5984,447,17,Puerto Peje
5985,447,18,Punta Leona
5986,447,19,Tárcoles
5987,447,20,Tarcolitos.
5988,448,01,Bellavista
5989,448,02,Bohío
5990,448,03,Bosque
5991,448,04,Buenos Aires
5992,448,05,Cangrejos
5993,448,06,Cariari
5994,448,07,Cerro Mocho
5995,448,08,Cielo Amarillo
5996,448,09,Cieneguita
5997,448,10,Colina
5998,448,11,Corales
5999,448,12,Cruce
6000,448,13,Fortín
6001,448,14,Garrón
6002,448,15,Hospital
6003,448,16,Jamaica Town
6004,448,17,Japdeva
6005,448,18,Laureles
6006,448,19,Limoncito
6007,448,20,Lirios
6008,448,21,Moín
6009,448,22,Piuta
6010,448,23,Portete
6011,448,24,Pueblo Nuevo
6012,448,25,San Juan
6013,448,26,Santa Eduvigis
6014,448,27,Trinidad
6015,448,28,Veracruz.
6016,448,29,Buenos Aires
6017,448,30,Cocal
6018,448,31,Dos Bocas
6019,448,32,Empalme Moín
6020,448,33,Milla Nueve
6021,448,34,Santa Rosa
6022,448,35,Valle La Aurora
6023,448,36,Villas del Mar Uno
6024,448,37,Villas del Mar Dos
6025,448,38,Villa Hermosa.
6026,449,01,Colonia
6027,449,02,Finca Ocho
6028,449,03,Guaria
6029,449,04,Loras
6030,449,05,Pandora Oeste
6031,449,06,Río Ley.
6032,449,07,Alsacia
6033,449,08,Armenia
6034,449,09,Atalanta
6035,449,10,Bananito Sur
6036,449,11,Boca Cuen
6037,449,12,Boca Río Estrella
6038,449,13,Bocuare
6039,449,14,Bonifacio
6040,449,15,Brisas
6041,449,16,Buenavista
6042,449,17,Burrico
6043,449,18,Calveri
6044,449,19,Caño Negro
6045,449,20,Cartagena
6046,449,21,Casa Amarilla
6047,449,22,Cerere
6048,449,23,Concepción
6049,449,24,Cuen
6050,449,25,Chirripó Abajo (parte)
6051,449,26,Durfuy (San Miguel)
6052,449,27,Duruy
6053,449,28,Fortuna
6054,449,29,Gavilán
6055,449,30,Hueco
6056,449,31,I Griega
6057,449,32,Jabuy
6058,449,33,Llano Grande
6059,449,34,Manú
6060,449,35,Miramar
6061,449,36,Moi (San Vicente)
6062,449,37,Nanabre
6063,449,38,Nubes
6064,449,39,Penshurt
6065,449,40,Pléyades
6066,449,41,Porvenir
6067,449,42,Progreso
6068,449,43,Río Seco
6069,449,44,San Andrés
6070,449,45,San Carlos
6071,449,46,San Clemente
6072,449,47,San Rafael
6073,449,48,Suruy
6074,449,49,Talía
6075,449,50,Tobruk
6076,449,51,Tuba Creek (parte)
6077,449,52,Valle de las Rosas
6078,449,53,Vegas de Cerere
6079,449,54,Vesta.
6080,449,55,Brisas
6081,449,56,Brisas de Veragua
6082,449,57,Búfalo
6083,449,58,Limón 2000
6084,449,59,Loma Linda
6085,449,60,México
6086,449,61,Milla 9
6087,449,62,Miravalles
6088,449,63,Río Blanco
6089,449,64,Río Cedro
6090,449,65,Río Madre
6091,449,66,Río Quito
6092,449,67,Río Victoria
6093,449,68,Sandoval
6094,449,69,Santa Rita
6095,449,70,Victoria.
6096,450,01,Aguas Zarcas
6097,450,02,Asunción
6098,450,03,Bananito Norte
6099,450,04,Bearesem
6100,450,05,Beverley
6101,450,06,Calle Tranvía
6102,450,07,Castillo Nuevo
6103,450,08,Dondonia
6104,450,09,Filadelfia Norte
6105,450,10,Filadelfia Sur
6106,450,11,Kent
6107,450,12,María Luisa
6108,450,13,Mountain Cow
6109,450,14,Paraíso
6110,450,15,Polonia
6111,450,16,Quitaría
6112,450,17,Río Banano
6113,450,18,San Cecilio
6114,450,19,Tigre
6115,450,20,Trébol
6116,450,21,Westfalia.
6117,451,01,Ángeles
6118,451,02,Calle Vargas
6119,451,03,Cacique
6120,451,04,Cecilia
6121,451,05,Coopevigua
6122,451,06,Diamantes
6123,451,07,Emilia
6124,451,08,Floresta
6125,451,09,Garabito
6126,451,10,Jesús
6127,451,11,Palma Dorada
6128,451,12,Palmera
6129,451,13,San Miguel
6130,451,14,Sauces
6131,451,15,Toro Amarillo.
6132,451,16,Blanco
6133,451,17,Calle Ángeles
6134,451,18,Calle Gobierno
6135,451,19,Corinto
6136,451,20,Flores
6137,451,21,La Guaria
6138,451,22,Marina
6139,451,23,Rancho Redondo.
6140,452,01,Granja
6141,452,02,Molino
6142,452,03,Numancia
6143,452,04,Santa Clara.
6144,452,05,Anita Grande
6145,452,06,Calle Diez
6146,452,07,Calle Emilia
6147,452,08,Calle Seis
6148,452,09,Calle Uno
6149,452,10,Condado del Río
6150,452,11,Floritas
6151,452,12,Parasal
6152,452,13,San Luis
6153,452,14,San Martín
6154,452,15,San Valentín
6155,452,16,Suerre.
6156,453,01,Cruce de Jordán
6157,453,02,Peligro
6158,453,03,Pueblo Nuevo.
6159,453,04,Balastre
6160,453,05,Cantagallo
6161,453,06,Cartagena
6162,453,07,Cayuga
6163,453,08,Cocorí
6164,453,09,Chirvalo
6165,453,10,Encina
6166,453,11,Gallopinto
6167,453,12,Hamburgo
6168,453,13,I Griega
6169,453,14,Indio
6170,453,15,Jardín
6171,453,16,Mercedes
6172,453,17,Palmitas
6173,453,18,Porvenir
6174,453,19,Primavera
6175,453,20,Rótulo
6176,453,21,San Carlos
6177,453,22,San Cristóbal
6178,453,23,San Gerardo
6179,453,24,San Pedro
